date,pm25
2023-05-24,67.0
2023-05-25,73.0
2023-05-26,70.0
2023-05-27,78.0
2023-05-28,72.0
2023-05-29,89.0
2023-05-30,115.0
2023-05-31,63.0
2023-06-01,59.9
2023-06-02,59.9
2023-06-03,59.9
2023-06-04,59.9
2023-06-05,81.0
2023-06-06,74.0
2023-06-07,67.0
2023-06-08,49.0
2023-06-09,48.0
2023-06-10,51.0
2023-06-11,39.0
2023-06-12,47.0
2023-06-13,57.0
2023-06-14,65.0
2023-06-15,66.0
2023-06-16,67.0
2023-06-17,65.0
2023-06-18,57.0
2023-06-19,72.0
2023-06-20,73.0
2023-06-21,77.0
2023-06-22,64.0
2023-06-23,63.0
2023-06-24,57.0
2023-06-25,55.0
2023-06-26,53.0
2023-06-27,61.0
2023-06-28,41.0
2023-06-29,50.0
2023-06-30,58.0
2023-07-01,60.0
2023-07-02,61.0
2023-07-03,52.6
2023-07-04,52.6
2023-07-05,52.6
2023-07-06,52.6
2023-07-07,52.6
2023-07-08,52.6
2023-07-09,52.6
2023-07-10,52.6
2023-07-11,52.6
2023-07-12,52.6
2023-07-13,52.6
2023-07-14,52.6
2023-07-15,52.6
2023-07-16,52.6
2023-07-17,52.6
2023-07-18,52.6
2023-07-19,52.6
2023-07-20,52.6
2023-07-21,52.6
2023-07-22,52.6
2023-07-23,52.6
2023-07-24,52.6
2023-07-25,52.6
2023-07-26,52.6
2023-07-27,57.0
2023-07-28,45.0
2023-07-29,49.0
2023-07-30,50.0
2023-07-31,46.0
2023-08-01,64.3
2023-08-02,52.0
2023-08-03,64.3
2023-08-04,64.3
2023-08-05,64.3
2023-08-06,64.3
2023-08-07,64.3
2023-08-08,64.3
2023-08-09,64.3
2023-08-10,64.3
2023-08-11,64.3
2023-08-12,64.3
2023-08-13,64.3
2023-08-14,64.3
2023-08-15,64.3
2023-08-16,64.3
2023-08-17,64.3
2023-08-18,64.3
2023-08-19,64.3
2023-08-20,64.3
2023-08-21,64.3
2023-08-22,64.3
2023-08-23,67.0
2023-08-24,66.0
2023-08-25,106.0
2023-08-26,61.0
2023-08-27,49.0
2023-08-28,57.0
2023-08-29,62.0
2023-08-30,56.0
2023-08-31,67.0
2023-09-01,62.0
2023-09-02,52.8
2023-09-03,52.8
2023-09-04,52.8
2023-09-05,52.8
2023-09-06,52.8
2023-09-07,52.8
2023-09-08,52.8
2023-09-09,52.8
2023-09-10,52.8
2023-09-11,52.8
2023-09-12,52.8
2023-09-13,58.0
2023-09-14,52.0
2023-09-15,50.0
2023-09-16,50.0
2023-09-17,40.0
2023-09-18,37.0
2023-09-19,52.0
2023-09-20,59.0
2023-09-21,63.0
2023-09-22,65.0
2023-09-23,58.0
2023-09-24,51.0
2023-09-25,39.0
2023-09-26,54.0
2023-09-27,63.0
2023-09-28,50.0
2023-09-29,47.0
2023-09-30,53.0
2023-10-01,39.0
2023-10-02,67.0
2023-10-03,86.0
2023-10-04,87.0
2023-10-05,80.0
2023-10-06,97.0
2023-10-07,93.0
2023-10-08,88.0
2023-10-09,78.0
2023-10-10,74.0
2023-10-11,80.0
2023-10-12,110.0
2023-10-13,122.0
2023-10-14,120.0
2023-10-15,110.0
2023-10-16,98.0
2023-10-17,71.0
2023-10-18,81.0
2023-10-19,94.0
2023-10-20,89.0
2023-10-21,91.0
2023-10-22,68.0
2023-10-23,86.0
2023-10-24,71.0
2023-10-25,84.0
2023-10-26,87.0
2023-10-27,82.0
2023-10-28,69.0
2023-10-29,51.0
2023-10-30,75.0
2023-10-31,105.0
2023-11-01,92.0
2023-11-02,91.0
2023-11-03,73.0
2023-11-04,73.0
2023-11-05,53.0
2023-11-06,68.0
2023-11-07,45.0
2023-11-08,54.0
2023-11-09,62.0
2023-11-10,68.0
2023-11-11,88.0
2023-11-12,72.6
2023-11-13,72.6
2023-11-14,72.6
2023-11-15,72.6
2023-11-16,72.6
2023-11-17,72.6
2023-11-18,72.6
2023-11-19,73.0
2023-11-20,87.0
2023-11-21,72.6
2023-11-22,70.0
2023-11-23,69.0
2023-11-24,91.0
2023-11-25,105.0
2023-11-26,82.0
2023-11-27,82.0
2023-11-28,86.0
2023-11-29,55.0
2023-11-30,30.0
2023-12-01,34.0
2023-12-02,101.0
2023-12-03,64.0
2023-12-04,69.0
2023-12-05,52.0
2023-12-06,81.9
2023-12-07,56.0
2023-12-08,56.0
2023-12-09,55.0
2023-12-10,55.0
2023-12-11,54.0
2023-12-12,55.0
2023-12-13,81.9
2023-12-14,103.0
2023-12-15,102.0
2023-12-16,86.0
2023-12-17,80.0
2023-12-18,86.0
2023-12-19,118.0
2023-12-20,121.0
2023-12-21,101.0
2023-12-22,107.0
2023-12-23,100.0
2023-12-24,102.0
2023-12-25,80.0
2023-12-26,99.0
2023-12-27,88.0
2023-12-28,97.0
2023-12-29,85.0
2023-12-30,83.0
2023-12-31,86.0
