date, pm25, pm10, o3, no2, so2, co
1/18/2018,139, , ,7,1,9
1/19/2018,179, , ,11,1,10
1/20/2018,114, , ,9,1,9
1/21/2018,103, , ,10,1,9
1/22/2018,114, , ,10,2,10
1/23/2018,144, , ,10,1,10
1/24/2018,144, , ,6,1,10
1/25/2018,133, , ,7,1,9
1/26/2018,137, , ,8,1,11
1/27/2018,151, , ,7,1,9
1/28/2018,141, , ,6,2,9
1/29/2018,131, , ,7,1,9
1/30/2018,152, , ,11,1,9
1/31/2018,147, , ,10,2,10
2/1/2018,136, , ,8,1,9
2/2/2018,118, , ,7, ,9
2/3/2018,107, , ,3,1,7
2/4/2018,94, , ,8,2,8
2/5/2018,112, , ,8,1,8
2/6/2018,123, , ,11,2,7
2/7/2018,112, , ,16,5,9
2/8/2018,123, , ,17,6,8
2/9/2018,124, , ,17,21,9
2/10/2018,127, , ,12,29,7
2/11/2018,91, , , , , 
2/13/2018,111, , ,3,4,8
2/14/2018,120, , ,6,4,9
2/15/2018,122, , ,6,2,8
2/16/2018,122, , ,7,2,9
2/17/2018,127, , ,3,3,8
2/18/2018,111, , ,4,3,8
2/19/2018,116, , ,5,2,8
2/20/2018,107, , ,5,2,8
2/21/2018,134, , ,7,2,8
2/22/2018,137, , ,8,3,8
2/23/2018,141, , ,4,3,8
2/24/2018,114, , ,5,3,8
2/25/2018,91, , ,8,2,8
2/26/2018,98, , ,6,2,7
2/27/2018,98, , ,11,3,8
2/28/2018,127, , ,5,2,7
3/1/2018,114, , ,6,1,7
3/2/2018,122, , ,8,1,8
3/3/2018,120, , ,4,1,7
3/4/2018,87, , ,5,1,7
3/5/2018,117, , ,5,1,7
3/6/2018,108, , ,6,2,8
3/7/2018,122, , ,5,4,8
3/8/2018,137, , ,11,3,9
3/9/2018,154, , ,6,4,8
3/10/2018,154, , , , , 
3/12/2018,129, , ,4,4,7
3/13/2018,94, , ,5,4,6
3/14/2018,108, , ,5,4,7
3/15/2018,107, , ,3,4,7
3/16/2018,80, , ,3,3,7
3/17/2018,162, , ,2, ,7
3/18/2018,97, , ,3,2,7
3/19/2018,118, , ,6,2,7
3/20/2018,149, , ,7,2,6
3/21/2018,141, , ,4,2,6
3/22/2018,120, , ,6,3,7
3/23/2018,128, , ,6,3,7
3/24/2018,157, , ,5,3,7
3/25/2018,159, , ,10,3,8
3/26/2018,156, , ,12,3,8
3/27/2018,140, , ,11,3,8
3/28/2018,141, , ,7,3,7
3/29/2018,150, , ,8,2,7
3/30/2018,144, , ,7,2,7
3/31/2018,151, , ,5,1,6
10/1/2017,71, , ,8,2,6
10/2/2017,77, , ,9,1,6
10/3/2017,84, , ,8,2,7
10/4/2017,85, , ,8,1,7
10/5/2017,88, , ,8,2,7
10/6/2017,85, , ,9,1,7
10/7/2017,104, , ,9,1,6
10/8/2017,54, , ,9,1,20
10/9/2017,76, , ,10,1,57
10/10/2017,94, , ,10,1,8
10/11/2017,81, , ,10,1,7
10/12/2017,92, , ,10,2,8
10/13/2017,83, , ,10,2,7
10/14/2017,114, , ,9,1,6
10/15/2017,133, , ,10,1,6
10/16/2017,84, , ,11,1,8
10/17/2017,112, , ,11,1,9
10/18/2017,137, , ,10,1,7
10/19/2017,124, , ,12,3,6
10/20/2017,138, , ,12,2,7
10/21/2017,134, , ,10,1,7
10/22/2017,104, , ,10,2,8
10/23/2017,112, , ,11,2,11
10/24/2017,154, , ,11,2,8
10/25/2017,141, , ,10,1,8
10/26/2017,120, , ,10,2,7
10/27/2017,105, , ,10,2,8
10/28/2017,132, , ,10,1,7
10/29/2017,161, , ,10,1,7
10/30/2017,156, , ,10,1,8
10/31/2017,181, , ,10,2,7
11/1/2017,146,66, ,10,2,8
11/2/2017,186, , ,10,2,8
11/3/2017,183, , ,10,1,8
11/4/2017,148, , ,10,1,7
11/5/2017,110, , ,10,1,8
11/6/2017,50, , ,10,2,8
11/7/2017,91, , ,10,2,8
11/8/2017,108, , ,10,2,8
11/9/2017,111, , ,9,2,8
11/10/2017,127, , ,9,2,8
11/11/2017,129, , ,9,1,5
11/12/2017,117, , ,9,1,6
11/13/2017,121, , ,9,2,6
11/14/2017,120, , ,9,1,7
11/15/2017,117, , ,9,2,7
11/16/2017,134, , ,9,2,8
11/17/2017,135, , ,9,2,6
11/18/2017,133, , ,9,1,4
11/19/2017,131, , ,9,1,4
11/20/2017,130, , ,9,2,3
11/21/2017,114, , ,9,1,5
11/22/2017,147, , ,9,2,7
11/23/2017,133, , ,9,2,7
11/24/2017,110, , , , , 
12/6/2017,174, , ,9,2,23
12/7/2017,141, , ,9,2,10
12/8/2017,181, , ,8,2,11
12/9/2017,172, , ,10,2,10
12/10/2017,165, , ,8,2,10
12/11/2017,150, , ,8,2,11
12/12/2017,1, , ,8,2,10
7/1/2017,85, , ,124,5,2
7/2/2017,91, , ,128,3,3
7/3/2017,83, , , , , 
7/8/2017,391, , ,12, , 
7/9/2017,104, , ,13,4,3
7/10/2017,102, , ,12,1,4
7/11/2017,94, , ,12,2,4
7/12/2017,88, , ,12,1,4
7/13/2017,96, , ,11,2,4
7/14/2017,104, , ,12,5,3
7/15/2017,102, , ,11,1,4
7/16/2017,85, , ,12,1,4
7/17/2017,102, , ,12,1,4
7/18/2017,93, , ,12,2,4
7/19/2017,84, , ,12,1,4
7/20/2017,87, , ,11,1,4
7/21/2017,108, , ,13,1,3
7/22/2017,89, , ,13,1,2
7/23/2017,84, , ,14,1,2
7/24/2017,110, , ,12,2,5
7/25/2017,120, , ,11,2,2
7/26/2017,115, , ,12,2,3
7/27/2017,119, , ,12,1,2
7/28/2017,102, , ,12,2,2
7/29/2017,100, , ,11,1,2
7/30/2017,86, , ,11,3,2
7/31/2017,95, , ,10,3,2
8/1/2017,105, , ,11,2,2
8/2/2017,101, , ,10,1,2
8/3/2017,96, , ,9,3,2
8/4/2017,76, , ,10,2,1
8/5/2017,88, , ,10,2,1
8/6/2017,77, , ,10,2,1
8/7/2017,100, , ,10,2,2
8/8/2017,101, , ,10,2,3
8/9/2017,108, , ,10,2,2
8/10/2017,80, , ,10,1,2
8/11/2017,86, , , , , 
8/14/2017,220, , ,9,2,2
8/15/2017,81, , ,10,2,2
8/16/2017,66, , ,10,2,2
8/17/2017,81, , ,10,2,2
8/18/2017,85, , ,10,2,2
8/19/2017,89, , ,9,2,1
8/20/2017,82, , ,10,3,3
8/21/2017,84, , ,10,2,6
8/22/2017,97, , ,9,2,6
8/23/2017,95, , ,10,2,6
8/24/2017,124, , ,9,2,6
8/25/2017,229, , ,10,2,6
8/26/2017,74, , ,9,1,5
8/27/2017,63, , ,9,2,6
8/28/2017,88, , ,10,2,6
8/29/2017,79, , ,10,2,6
8/30/2017,96, , ,10,1,6
8/31/2017,111, , ,10,2,7
9/1/2017,305, , ,11,2,8
9/2/2017,210, , ,9,1,8
9/3/2017,34, , ,10,2,7
9/4/2017,109, , ,10,2,9
9/5/2017,53, , ,9,1,6
9/6/2017,61, , , , , 
9/12/2017,59, , ,10,2,7
9/13/2017,57, , ,10,2,6
9/14/2017,55, , ,10,2,7
9/15/2017,52, , ,9,2,6
9/16/2017,54, , ,9,2,6
9/17/2017,47, , ,9,2,6
9/18/2017,50, , ,9,2,6
9/19/2017,52, , ,9,2,6
9/20/2017,54, , ,9,2,6
9/21/2017,59, , ,9,3,6
9/22/2017,81, , ,9,2,6
9/23/2017,81, , ,9,2,7
9/24/2017,86, , ,9,2,6
9/25/2017,74, , ,9,2,6
9/26/2017,74, , ,10,2,7
9/27/2017,91, , ,9,2,7
9/28/2017,89, , ,9,2,6
9/29/2017,82, , ,9,2,6
9/30/2017,99, , ,9,2,6
4/1/2017,155, , ,11,1,2
4/2/2017,150, , ,47,2,3
4/3/2017,154, , ,17,2,2
4/4/2017,122, , ,14,1,3
4/5/2017,124, , ,9,2,2
4/6/2017,115, , ,8,2,2
4/7/2017,109, , ,11,2,2
4/8/2017,126, , ,5,1,3
4/9/2017,105, , ,10,2,2
4/10/2017,139, , ,3,1,2
4/11/2017,120, , , , , 
4/13/2017,142, , ,18,1,2
4/14/2017,150, , ,13,2,2
4/15/2017,157, , , , , 
4/17/2017,135, , ,12,2,2
4/18/2017,125, , ,12,1,2
4/19/2017,131, , ,4,2,2
4/20/2017,116, , ,9,2,3
4/21/2017,103, , ,12,1,2
4/22/2017,91, , ,6,2,2
4/23/2017,95, , ,13,1,2
4/24/2017,119, , ,10,1,3
4/25/2017,116, , ,22,2,4
4/26/2017,143, , ,15,2,4
4/27/2017,140, , ,15,1,4
4/28/2017,181, , ,14,1,4
4/29/2017,175, , , , , 
5/1/2017,103, , ,14,1,5
5/2/2017,115, , ,19,1,5
5/3/2017,154, , ,18,1,5
5/4/2017,143, , ,12,1,5
5/5/2017,148, , ,23,1,5
5/6/2017,163, , ,6,1,5
5/7/2017,117, , ,14,2,5
5/8/2017,115, , ,15,2,5
5/9/2017,158, , ,13,1,5
5/10/2017,121, , ,20,44,7
5/11/2017,147, , ,4,19,5
5/12/2017,148, , ,7,12,5
5/13/2017,141, , ,13,1,4
5/14/2017,147, , ,12,1,3
5/15/2017,105, , ,10,2,4
5/16/2017,96, , ,10,3,4
5/17/2017,127, , ,10,2,4
5/18/2017,132, , ,11,2,5
5/19/2017,116, , ,10,2,4
5/20/2017,129, , ,10,2,3
5/21/2017,104, , ,11,2,4
5/22/2017,100, , ,11,1,4
5/23/2017,119, , ,10,4,4
5/24/2017,113, , ,10,4,4
5/25/2017,102, , ,10,2,3
5/26/2017,107, , ,10,3,4
5/27/2017,86, , ,10,2,3
5/28/2017,86, , ,11,2,3
5/29/2017,93, , ,10,2,3
5/30/2017,107, , ,10,2,3
5/31/2017,96, , ,10,2,3
6/1/2017,88, , ,10,2,3
6/2/2017,91, , ,10,1,3
6/3/2017,96, , ,10,1,4
6/4/2017,92, , ,10,5,4
6/5/2017,103, , ,10,1,4
6/6/2017,101, , ,10,2,4
6/7/2017,94, , ,10,3,4
6/8/2017,84, , ,11,3,4
6/9/2017,100, , ,10,3,4
6/10/2017,86, , ,10,3,4
6/11/2017,74, , ,10,3,4
6/12/2017,78, , ,10,3,4
6/13/2017,92, , ,10,3,3
6/14/2017,87, , ,10,3,3
6/15/2017,106, , ,11,5,5
6/16/2017,109, , ,11,3,3
6/17/2017,108, , ,10,3,3
6/18/2017,95, , ,10,3,3
6/19/2017,92, , ,10,5,3
6/20/2017,97, , ,10,6,3
6/21/2017,90, , ,11,5,3
6/22/2017,100, , ,10,5,3
6/23/2017,100, , ,16,4,3
6/24/2017,99, , ,11,2,2
6/25/2017,84, , ,12,9,3
6/26/2017,97, , ,12,5,2
6/27/2017,112, , ,12,6,3
6/28/2017,111, , ,12,5,3
6/29/2017,110, , ,12,5,3
6/30/2017,109, , ,11,5,3
1/2/2017,111, , ,5,3,2
1/3/2017,73, , ,12,3,4
1/4/2017,131, , ,8,2,4
1/5/2017,127, , ,13,2,4
1/6/2017,139, , ,16,4,5
1/7/2017,146, , ,8,2,4
1/8/2017,125, , ,14,5,5
1/9/2017,129, , ,14,4,4
1/10/2017,133, , ,21,3,5
1/11/2017,142, , ,15,2,3
1/12/2017,150, , ,14,2,4
1/13/2017,153, , ,7,2,4
1/14/2017,121, , ,5,2,3
1/15/2017,107, , ,11,3,4
1/16/2017,120, , ,7,2,3
1/17/2017,114, , ,14,3,4
1/18/2017,117, , ,9,2,3
1/19/2017,98, , ,12,2,4
1/20/2017,120, , ,8,1,4
1/21/2017,112, , , , , 
1/23/2017,141, , ,13,3,4
1/24/2017,139, , ,11,2,4
1/25/2017,127, , ,6,1,4
1/26/2017,111, , ,11,2,4
1/27/2017,107, , , , , 
1/30/2017,148, , ,9,2,4
1/31/2017,111, , ,28,3,4
2/1/2017,151, , ,22,2,4
2/2/2017,149, , ,17,2,4
2/3/2017,128, , ,14,2,3
2/4/2017,126, , ,14,2,4
2/5/2017,114, , ,18,3,4
2/6/2017,126, , ,21,3,5
2/7/2017,141, , ,18,4,4
2/8/2017,134, , ,12,5,4
2/9/2017,132, , ,11,5,4
2/10/2017,135, , ,12,2,4
2/11/2017,120, , ,5,1,3
2/12/2017,93, , ,6,1,3
2/13/2017,96, , ,7,1,4
2/14/2017,109, , ,10,3,4
2/15/2017,120, , ,10,2,3
2/16/2017,110, , ,9,2,4
2/17/2017,134, , ,10,3,3
2/18/2017,134, , ,9,2,4
2/19/2017,122, , ,16,7,5
2/20/2017,141, , ,19,3,5
2/21/2017,146, , ,18,7,5
2/22/2017,131, , ,13,3,4
2/23/2017,145, , ,12,3,4
2/24/2017,134, , ,10,4,4
2/25/2017,124, , ,4,3,4
2/26/2017,114, , ,9,2,4
2/27/2017,129, , ,12,2,4
2/28/2017,107, , ,61,3,4
3/1/2017,133, , ,28,3,4
3/2/2017,127, , ,17,2,4
3/3/2017,117, , ,17,3,4
3/4/2017,124, , ,10,3,4
3/5/2017,99, , ,10,2,4
3/6/2017,112, , ,16,2,4
3/7/2017,111, , ,17,5,2
3/8/2017,104, , ,17,7,2
3/9/2017,133, , ,10,4,2
3/10/2017,119, , ,12,4,2
3/11/2017,113, , ,16,3,2
3/12/2017,102, , ,12,6,2
3/13/2017,148, , ,10,1,2
3/14/2017,103, , ,11,2,2
3/15/2017,88, , ,11,3,2
3/16/2017,113, , ,21,8,2
3/17/2017,149, , ,14,5,2
3/18/2017,126, , ,11,5,2
3/19/2017,127, , ,13,3,2
3/20/2017,138, , ,14,3,2
3/21/2017,132, , ,15,5,2
3/22/2017,142, , ,18,4,2
3/23/2017,152, , ,18,3,2
3/24/2017,195, , ,17,3,2
3/25/2017,147, , ,12,2,2
3/26/2017,143, , ,18,4,2
3/27/2017,139, , ,28,8,2
3/28/2017,181, , ,12,2,2
3/29/2017,144, , ,20,1,2
3/30/2017,153, , ,33,1,2
3/31/2017,165, , ,20,1,2
10/1/2016,156, , , , , 
10/4/2016,159, , ,10,4,7
10/5/2016,159, , ,9,6,4
10/6/2016,141, , ,8,3,4
10/7/2016,117, , ,8,1,4
10/8/2016,100, , ,8,1,4
10/9/2016,68, , ,8,1,4
10/10/2016,68, , ,8,1,4
10/11/2016,68, , ,8,1,21
10/12/2016,80, , ,8,3,11
10/13/2016,75, , ,8,4,10
10/14/2016,43, , ,9,3,9
10/15/2016,49, , , , , 
10/17/2016,171, , ,9,5,10
10/18/2016,159, , , , , 
10/20/2016,166, , ,9,5,10
10/21/2016,173, , ,10,8,11
10/22/2016,202, , ,9,6,17
10/23/2016,164, , ,9,10,16
10/24/2016,164, , ,14,10,13
10/25/2016,184, , ,22,3,15
10/26/2016,176, , ,21,2,12
10/27/2016,166, , ,17,4,9
10/28/2016,165, , ,19,1,8
10/29/2016,179, , ,16,1,11
10/30/2016,153, , ,11,2,10
10/31/2016,129, , ,9,3,9
11/1/2016,91, , ,11,3,10
11/2/2016,122, , ,16,3,10
11/3/2016,138, , ,17,4,8
11/4/2016,159, , ,12,2,17
11/5/2016,156, , ,9,1,11
11/6/2016,135, , ,12,2,11
11/7/2016,127, , ,13,2,12
11/8/2016,156, , ,11,2,12
11/9/2016,142, , ,13,3,11
11/10/2016,131, , ,18,4,14
11/11/2016,156, , ,16,3,12
11/12/2016,150, , ,13,2,14
11/13/2016,125, , ,11,2,10
11/14/2016,157, , ,5,2,14
11/15/2016,102, , ,5,1,9
11/16/2016,106, , ,8,1,13
11/17/2016,140, , ,9,2,10
11/18/2016,134, , ,6,1,8
11/19/2016,144, , , , , 
11/21/2016,134, , ,15,6,16
11/22/2016,135, , ,20,7,8
11/23/2016,134, , ,17,4,21
11/24/2016,156, , ,14,3,26
11/25/2016,130, , ,10,2,20
11/26/2016,130, , ,8,2,12
11/27/2016,118, , ,20,7,9
11/28/2016,136, , ,17,6,7
11/29/2016,139, , ,12,5,7
11/30/2016,126, , ,11,4,14
12/1/2016,134, , ,9,1,19
12/2/2016,118, , ,15,3,19
12/3/2016,68, , ,5,1,4
12/4/2016,95, , ,6,2,3
12/5/2016,87, , ,6,2,6
12/6/2016,114, , ,8,1,7
12/7/2016,131, , ,9,2,8
12/8/2016,113, , ,12,5,12
12/9/2016,132, , ,2,3,16
12/10/2016,112, , ,10,9,11
12/11/2016,135, , ,10,5,16
12/12/2016,140, , ,11,5,23
12/13/2016,230, , ,7,1,9
12/14/2016,121, , ,7,1,5
12/15/2016,99, , ,10,3,26
12/16/2016,125, , ,6,1,30
12/17/2016,130, , ,9,5,8
12/18/2016,136, , ,12,3,4
12/19/2016,160, , ,14,2,5
12/20/2016,135, , ,18,4,6
12/21/2016,142, , ,11,3,4
12/22/2016,135, , ,13,8,5
12/23/2016,149, , ,17,5,5
12/24/2016,150, , ,12,3,5
12/25/2016,151, , ,14,4,4
12/26/2016,147, , ,12,4,4
12/27/2016,136, , ,8,2,4
12/28/2016,130, , ,10,2,4
12/29/2016,130, , ,11,3,4
12/30/2016,145, , ,6,2,4
12/31/2016,141, , , , , 
7/1/2016,105, , ,5, ,2
7/2/2016,107, , ,2, ,3
7/3/2016,76, , ,2, ,3
7/4/2016,71, , ,3, ,3
7/5/2016,62, , ,3, ,3
7/6/2016,71, , ,5,1,4
7/7/2016,59, , ,4,4,3
7/10/2016,48, , ,3,3,2
7/18/2016,316, , ,3,1,3
7/19/2016,115, , ,3,3,9
7/20/2016,88, , ,1,1,9
7/21/2016,82, , ,2,1,8
7/22/2016,70, , , , , 
7/24/2016,40, , ,2, ,2
7/25/2016,54, , , , , 
7/27/2016,71, , ,1,1,4
7/28/2016,57, , ,1,1,5
7/29/2016,79, , , ,1,3
7/30/2016,41, , ,17,1,4
7/31/2016,63, , ,38,2,4
8/1/2016,66, , ,2, ,3
8/2/2016,71, , ,8,1,3
8/3/2016,72, , ,4, ,3
8/4/2016,61, , , , , 
8/7/2016,36, , ,5,3,3
8/8/2016,67, , ,1,1,3
8/9/2016,79, , ,2,2,4
8/10/2016,72, , ,2,2,3
8/11/2016,83, , ,2,1,3
8/12/2016,83, , ,2,1,4
8/13/2016,75, , ,2, ,3
8/14/2016,78, , ,2, ,3
8/15/2016,54, , ,2,1,3
8/16/2016,156, , ,2, ,5
8/17/2016,99, , ,2,1,5
8/18/2016,112, , ,1,1,5
8/19/2016,105, , ,1,3,5
8/20/2016,128, , ,2,2,5
8/21/2016,104, , ,1,1,5
8/22/2016,101, , ,2,1,5
8/23/2016,108, , ,1,1,5
8/24/2016,97, , ,1,5,6
8/25/2016,96, , ,1, ,6
8/27/2016,71, , ,1,1,5
8/28/2016,32, , ,1,2,5
8/29/2016,45, , ,2,2,5
8/30/2016,92, , ,1,3,6
8/31/2016,86, , ,1,2,5
9/1/2016,97, , ,1, ,4
9/2/2016,74, , ,1,1,5
9/3/2016,96, , ,1, ,5
9/4/2016,112, , ,1, ,4
9/5/2016,73, , ,1,1,5
9/6/2016,105, , ,1,1,5
9/7/2016,90, , ,1,1,5
9/8/2016,90, , , , , 
9/10/2016,131, , , ,2,4
9/11/2016,86, , , , , 
9/13/2016,80, , ,1,1,4
9/14/2016,60, , ,148,2,7
9/15/2016,6, , ,124,4,4
9/16/2016,89, , ,1,2,4
9/17/2016,94, , , , , 
9/19/2016,74, , ,12,2,4
9/20/2016,96, , ,11,2,4
9/21/2016,63, , ,14,1,5
9/22/2016,336, , ,10,3,4
9/23/2016,160, , ,12,2,4
9/24/2016,149, , , , , 
9/26/2016,158, , , , , 
9/28/2016,182, , ,11,2,5
9/29/2016,161, , ,7,3,4
9/30/2016,163, , ,7,1,4
4/1/2016,146, , ,12,1,9
4/2/2016,152, , ,5,1,8
4/3/2016,146, , ,10,4,8
4/4/2016,150, , ,21,1,11
4/5/2016,151, , ,47,1,10
4/6/2016,125, , ,8, ,9
4/7/2016,125, , ,5, ,7
4/8/2016,103, , ,3, ,8
4/9/2016,103, , ,2, ,8
4/10/2016,98, , ,4, ,9
4/11/2016,86, , ,3, ,9
4/12/2016,118, , ,1,15,9
4/16/2016,137, , ,2, ,7
4/17/2016,102, , ,3, ,10
4/18/2016,89, , ,4,1,9
4/19/2016,94, , ,5,1,8
4/20/2016,99, , ,4,10,8
4/21/2016,101, , ,4,4,8
4/22/2016,104, , ,12,4,11
4/23/2016,99, , ,13,2,9
4/24/2016,88, , ,12,2,10
4/25/2016,97, , ,14,2,11
4/26/2016,86, , ,15,3,10
4/27/2016,85, , ,14,4,8
4/28/2016,97, , ,13,3,11
4/29/2016,101, , ,11,3,10
4/30/2016,98, , ,9,3,8
5/1/2016,81, , ,11,5,9
5/2/2016,95, , ,15,4,10
5/3/2016,96, , ,10,5,8
5/4/2016,102, , ,10,10,9
5/5/2016,109, , ,8,3,10
5/6/2016,83, , ,9,2,10
5/7/2016,80, , ,6,1,10
5/8/2016,74, , ,6,4,9
5/9/2016,61, , ,5,4,10
5/10/2016,86, , ,6,2,10
5/11/2016,100, , ,7,3,10
5/12/2016,109, , ,4,4,11
5/13/2016,103, , , ,2,10
5/14/2016,119, , , ,2,8
5/15/2016,119, , ,11,4,8
5/16/2016,103, , ,8,3,11
5/17/2016,116, , ,4,5,7
5/18/2016,109, , ,1,4,8
5/19/2016,99, , ,3,3,9
5/20/2016,125, , ,3,5,7
5/30/2016,85, , ,21,4,13
5/31/2016,90, , ,25,4,6
6/1/2016,66, , ,19,1,8
6/2/2016,67, , , , , 
6/17/2016,134, , ,11,4,6
6/18/2016,101, , ,5,7,4
6/19/2016,97, , ,3,9,4
6/20/2016,88, , ,4,11,3
6/21/2016,94, , ,4, ,2
6/22/2016,98, , ,4, ,2
6/23/2016,88, , ,3, ,2
6/24/2016,83, , , , , 
6/27/2016,74, , ,11, ,3
6/28/2016,107, , ,10, ,2
6/29/2016,254, , ,6, ,2
6/30/2016,52, , ,8, ,2
1/4/2016,153, , ,31,2,7
1/5/2016,162, , ,30,3,9
1/6/2016,157, , ,31,1,7
1/7/2016,155, , ,32,2,7
1/8/2016,166, , ,33,3,10
1/9/2016,159, , ,20,2,9
1/10/2016,139, , ,14,4,7
1/11/2016,144, , ,17,3,9
1/12/2016,163, , ,20,5,9
1/13/2016,168, , ,25,3,8
1/14/2016,178, , , , , 
1/16/2016,188, , ,12,3,7
1/17/2016,165, , ,18,1,10
1/18/2016,170, , ,15,1,11
1/19/2016,175, , ,14,1,9
1/20/2016,163, , ,15,2,7
1/21/2016,140, , ,13,1,7
1/22/2016,163, , ,8,1,8
1/23/2016,166, , ,7,1,10
1/24/2016,134, , ,9,1,11
1/25/2016,153, , ,9,1,12
1/26/2016,153, , ,11,2,9
1/27/2016,153, , ,16,1,10
1/28/2016,182, , ,14,1,11
1/29/2016,174, , ,16,1,9
1/30/2016,168, , ,26,3,14
1/31/2016,211, , ,27,2,14
2/1/2016,172, , ,27,3,9
2/2/2016,158, , ,29,3,11
2/3/2016,166, , ,26,2,10
2/4/2016,162, , ,24,2,10
2/5/2016,166, , ,21,1,10
2/6/2016,163, , ,21,1,14
2/7/2016,183, , ,19,1,9
2/8/2016,176, , ,19,2,11
2/9/2016,176, , ,23,3,9
2/10/2016,177, , ,22,4,8
2/11/2016,174, , ,21,6,11
2/12/2016,182, , ,19,4,9
2/13/2016,177, , ,14,2,8
2/14/2016,162, , ,23,2,8
2/15/2016,162, , ,11,1,8
2/16/2016,145, , ,11,1,7
2/17/2016,160, , , , , 
2/19/2016,160, , ,12,1,8
2/20/2016,155, , ,11, ,9
2/21/2016,162, , ,12,1,8
2/22/2016,196, , ,13,1,8
2/23/2016,283, , ,11,4,8
2/24/2016,250, , ,8,2,9
2/25/2016,184, , ,8, ,8
2/26/2016,168, , ,34, ,6
2/27/2016,145, , ,46, ,6
2/28/2016,148, , ,7, ,7
2/29/2016,154, , ,6, ,7
3/1/2016,152, , ,5, ,6
3/2/2016,155, , ,7, ,6
3/3/2016,169, , ,11,1,8
3/4/2016,172, , ,8, ,8
3/5/2016,168, , ,5, ,8
3/6/2016,163, , ,5, ,8
3/7/2016,162, , ,3, ,6
3/8/2016,159, , ,23,3,6
3/9/2016,171, , ,19,1,9
3/10/2016,170, , , , , 
3/13/2016,173, , ,6, ,9
3/14/2016,181, , ,5,1,9
3/15/2016,167, , ,7,1,9
3/16/2016,168, , ,7,2,8
3/17/2016,165, , ,6, ,9
3/18/2016,167, , ,8,1,9
3/19/2016,207, , ,12, ,8
3/20/2016,291, , ,12,1,8
3/21/2016,233, , ,9,4,8
3/22/2016,194, , ,8,1,7
3/27/2016,122, , ,25,6,8
3/28/2016,155, , ,12, ,5
3/29/2016,151, , ,10, ,5
3/30/2016,140, , ,10, ,6
3/31/2016,155, , ,10,1,6
10/1/2015,87, , ,12,2,16
10/2/2015,70, , ,9, ,15
10/3/2015,56, , ,10, ,14
10/4/2015,55, , ,11,1,19
10/5/2015,68, , ,10,1,14
10/6/2015,162, , ,10,5,14
10/7/2015,56, , ,11,8,9
10/8/2015,57, , ,11,3,9
10/9/2015,54, , ,13,5,13
10/10/2015,42, , , , , 
10/13/2015,69, , ,31,1,9
10/14/2015,68, , ,35,2,7
10/15/2015,125, , ,31,2,6
10/16/2015,143, , ,21,1,4
10/17/2015,106, , ,21,1,3
10/18/2015,93, , ,6,1,6
10/19/2015,164, , ,15,1,6
10/20/2015,152, , ,8,1,7
10/21/2015,134, , ,6,1,7
10/22/2015,155, , ,13,1,7
10/23/2015,137, , ,10,1,7
10/24/2015,144, , ,8, ,5
10/25/2015,129, , ,10,1,5
10/26/2015,150, , ,13,2,7
10/27/2015,130, , ,7, ,9
10/28/2015,111, , ,7, ,8
10/29/2015,111, , ,5, ,6
10/30/2015,106, , ,8,1,7
10/31/2015,145, , ,4,1,8
11/1/2015,119, , ,2,1,4
11/2/2015,76, , , , , 
11/4/2015,157, , ,5,1,9
11/5/2015,100, , ,4,1,6
11/6/2015,113, , ,4,1,7
11/7/2015,112, , ,3,1,5
11/8/2015,111, , ,3,1,5
11/9/2015,128, , ,2,1,5
11/10/2015,63, , ,3,1,6
11/11/2015,132, , ,3,1,5
11/12/2015,209, , ,4,1,7
11/13/2015,3, , ,4,1,6
11/14/2015,4, , , , , 
11/18/2015,65, , ,3,1,7
11/19/2015,54, , ,2,1,7
11/20/2015,55, , ,2,1,6
11/21/2015,59, , ,1,1,5
11/22/2015,54, , ,2,1,7
11/23/2015,49, , ,2,1,6
11/24/2015,64, , ,5,1,3
11/25/2015,91, , ,7,1,5
11/26/2015,110, , ,6,1,4
11/27/2015,110, , ,5,1,3
11/28/2015,116, , , , , 
11/30/2015,91, , ,2,1,3
12/1/2015,51, , ,2,1,3
12/2/2015,63, , ,2,1,3
12/3/2015,44, , ,8,4,5
12/4/2015,47, , ,13,2,5
12/5/2015,64, , ,12,2,4
12/6/2015,76, , ,17,4,6
12/7/2015,114, , ,14,3,5
12/8/2015,132, , ,12,2,6
12/9/2015,130, , ,9,2,6
12/10/2015,104, , ,5,2,8
12/11/2015,110, , ,5,1,7
12/12/2015,140, , ,3,1,3
12/13/2015,115, , ,5,1,8
12/14/2015,166, , ,4,1,8
12/15/2015,131, , ,6,1,8
12/16/2015,144, , ,6,1,6
12/17/2015,110, , ,6,1,9
12/18/2015,155, , ,4,1,7
12/19/2015,120, , ,3,1,6
12/20/2015,111, , ,5,1,6
12/21/2015,96, , ,8,1,7
12/22/2015,120, , ,17,1,9
12/23/2015,152, , ,13,1,7
12/24/2015,158, , ,8,1,9
12/25/2015,160, , ,6,1,7
12/26/2015,151, , ,4,1,7
12/27/2015,169, , ,7,1,6
12/28/2015,172, , ,12,1,6
12/29/2015,127, , ,20,2,5
12/30/2015,128, , ,33,2,6
12/31/2015,155, , , , , 
1/3/2016,140, , ,24,2,7
7/1/2015,69, , , ,4,7
7/2/2015,77, , ,1,4,8
7/3/2015,65, , , ,1,7
7/4/2015,73, , ,1,1,1
7/5/2015,63, , , ,1,2
